score,repay_probability,race,repay_indices
511.0,14.06,0.0,0
786.0,98.53,1.0,1
819.0,98.9,1.0,1
832.0,98.99,1.0,1
626.0,84.41,1.0,1
543.0,31.8,0.0,1
502.0,13.31,0.0,0
601.0,75.21,1.0,1
565.0,46.0,0.0,0
390.0,7.96,1.0,1
312.0,2.05,1.0,0
632.0,76.12,0.0,1
744.0,97.91,1.0,1
505.0,13.56,0.0,0
511.0,14.06,0.0,0
336.0,1.64,0.0,0
777.0,98.46,1.0,1
508.0,13.81,0.0,0
647.0,88.97,1.0,0
439.0,13.95,1.0,0
583.0,68.77,1.0,1
373.0,3.82,0.0,0
796.0,98.7,1.0,1
498.0,13.06,0.0,0
601.0,75.21,1.0,1
448.0,9.79,0.0,0
641.0,87.6,1.0,1
570.0,64.16,1.0,1
460.0,10.55,0.0,0
425.0,8.17,0.0,0
664.0,92.25,1.0,1
657.0,91.25,1.0,1
348.0,2.07,0.0,0
568.0,62.3,1.0,1
796.0,98.7,1.0,1
425.0,8.17,0.0,0
411.0,6.86,0.0,0
662.0,92.07,1.0,1
691.0,94.97,1.0,1
655.0,83.86,0.0,1
511.0,14.06,0.0,0
766.0,98.38,1.0,1
324.0,1.2,0.0,0
452.0,15.99,1.0,0
530.0,24.71,0.0,1
734.0,97.51,1.0,0
796.0,98.7,1.0,1
769.0,98.4,1.0,1
785.0,98.52,1.0,1
324.0,1.2,0.0,0
782.0,98.5,1.0,1
824.0,98.93,1.0,1
741.0,97.79,1.0,1
416.0,7.3,0.0,0
396.0,5.56,0.0,0
324.0,1.2,0.0,0
312.0,0.77,0.0,0
511.0,14.06,0.0,0
744.0,94.57,0.0,1
749.0,98.08,1.0,1
815.0,98.87,1.0,1
687.0,87.43,0.0,1
406.0,6.43,0.0,0
772.0,98.43,1.0,1
472.0,19.38,1.0,0
570.0,64.16,1.0,0
511.0,14.06,0.0,0
746.0,97.96,1.0,1
811.0,98.85,1.0,1
651.0,89.88,1.0,1
755.0,98.3,1.0,1
752.0,98.19,1.0,1
616.0,70.11,0.0,0
767.0,98.39,1.0,1
324.0,1.2,0.0,0
505.0,13.56,0.0,0
515.0,15.83,0.0,0
518.0,30.59,1.0,0
605.0,77.06,1.0,0
741.0,97.79,1.0,1
439.0,9.29,0.0,0
385.0,4.69,0.0,0
416.0,7.3,0.0,0
622.0,83.49,1.0,1
761.0,95.58,0.0,1
581.0,67.85,1.0,1
824.0,97.76,0.0,1
576.0,66.01,1.0,1
666.0,92.43,1.0,1
647.0,88.97,1.0,1
583.0,68.77,1.0,0
491.0,12.55,0.0,0
562.0,44.22,0.0,0
508.0,26.18,1.0,0
618.0,82.58,1.0,0
797.0,98.73,1.0,1
601.0,62.53,0.0,0
385.0,7.37,1.0,0
614.0,80.74,1.0,1
662.0,92.07,1.0,1
373.0,3.82,0.0,0
671.0,86.21,0.0,1
515.0,15.83,0.0,0
664.0,92.25,1.0,1
475.0,11.55,0.0,0
758.0,98.32,1.0,1
649.0,81.75,0.0,1
596.0,60.37,0.0,1
706.0,95.97,1.0,1
448.0,9.79,0.0,0
540.0,43.65,1.0,0
570.0,64.16,1.0,0
660.0,85.4,0.0,1
468.0,11.05,0.0,0
707.0,96.07,1.0,1
521.0,19.38,0.0,0
555.0,38.9,0.0,0
430.0,8.61,0.0,0
806.0,98.82,1.0,1
594.0,59.29,0.0,1
518.0,17.61,0.0,0
802.0,98.79,1.0,1
682.0,94.06,1.0,1
610.0,78.9,1.0,1
589.0,57.12,0.0,1
752.0,98.19,1.0,1
448.0,9.79,0.0,0
508.0,13.81,0.0,0
729.0,92.84,0.0,1
560.0,56.7,1.0,0
498.0,13.06,0.0,0
537.0,28.25,0.0,1
355.0,2.51,0.0,0
434.0,9.04,0.0,0
565.0,60.43,1.0,1
560.0,56.7,1.0,1
707.0,96.07,1.0,1
651.0,82.45,0.0,1
498.0,24.14,1.0,0
475.0,11.55,0.0,0
806.0,98.82,1.0,1
367.0,5.6,1.0,0
573.0,65.09,1.0,1
367.0,5.6,1.0,1
312.0,2.05,1.0,0
589.0,70.61,1.0,1
591.0,71.53,1.0,1
464.0,10.8,0.0,0
515.0,15.83,0.0,0
639.0,78.23,0.0,0
511.0,26.86,1.0,1
676.0,86.62,0.0,1
468.0,11.05,0.0,0
746.0,97.96,1.0,1
534.0,26.48,0.0,0
767.0,98.39,1.0,1
749.0,95.09,0.0,1
460.0,10.55,0.0,0
608.0,65.78,0.0,1
721.0,96.9,1.0,1
373.0,6.19,1.0,0
448.0,9.79,0.0,0
741.0,97.79,1.0,1
671.0,92.97,1.0,1
583.0,68.77,1.0,1
655.0,83.86,0.0,1
660.0,85.4,0.0,0
630.0,85.32,1.0,1
560.0,56.7,1.0,1
802.0,98.79,1.0,1
641.0,78.93,0.0,1
498.0,24.14,1.0,1
671.0,92.97,1.0,1
483.0,12.05,0.0,0
530.0,24.71,0.0,1
599.0,61.45,0.0,1
549.0,49.24,1.0,1
799.0,98.76,1.0,1
524.0,34.32,1.0,0
695.0,95.33,1.0,1
452.0,10.04,0.0,0
788.0,98.56,1.0,1
767.0,98.39,1.0,1
456.0,10.3,0.0,0
483.0,21.42,1.0,0
680.0,93.88,1.0,1
464.0,18.03,1.0,0
772.0,98.43,1.0,1
511.0,14.06,0.0,0
406.0,9.73,1.0,0
828.0,98.96,1.0,1
673.0,93.15,1.0,1
498.0,24.14,1.0,0
766.0,95.43,0.0,1
452.0,10.04,0.0,1
406.0,6.43,0.0,0
406.0,6.43,0.0,0
444.0,14.63,1.0,0
630.0,85.32,1.0,1
737.0,97.63,1.0,1
728.0,92.66,0.0,1
361.0,2.94,0.0,0
738.0,97.68,1.0,1
632.0,85.77,1.0,1
749.0,98.08,1.0,1
824.0,98.93,1.0,1
498.0,13.06,0.0,0
775.0,98.45,1.0,1
591.0,71.53,1.0,1
420.0,7.73,0.0,0
610.0,66.86,0.0,1
815.0,98.87,1.0,1
498.0,13.06,0.0,0
468.0,11.05,0.0,1
700.0,95.61,1.0,1
498.0,13.06,0.0,0
560.0,56.7,1.0,1
552.0,51.11,1.0,0
682.0,94.06,1.0,1
537.0,41.78,1.0,1
406.0,6.43,0.0,0
712.0,96.34,1.0,1
537.0,28.25,0.0,0
649.0,89.42,1.0,1
738.0,97.68,1.0,1
713.0,96.44,1.0,1
518.0,30.59,1.0,0
756.0,98.31,1.0,1
385.0,4.69,0.0,0
785.0,94.82,0.0,1
515.0,28.73,1.0,0
475.0,11.55,0.0,0
406.0,9.73,1.0,0
594.0,72.45,1.0,1
385.0,4.69,0.0,0
815.0,98.87,1.0,0
468.0,11.05,0.0,0
390.0,5.12,0.0,0
647.0,88.97,1.0,1
722.0,91.88,0.0,1
700.0,95.61,1.0,1
527.0,36.19,1.0,0
718.0,96.71,1.0,1
734.0,97.51,1.0,1
806.0,98.82,1.0,1
796.0,98.7,1.0,1
456.0,10.3,0.0,1
680.0,93.88,1.0,1
591.0,58.2,0.0,0
591.0,71.53,1.0,1
752.0,95.43,0.0,1
537.0,28.25,0.0,0
618.0,82.58,1.0,1
722.0,96.99,1.0,1
660.0,85.4,0.0,1
430.0,12.68,1.0,0
749.0,98.08,1.0,1
552.0,51.11,1.0,1
448.0,15.31,1.0,0
583.0,68.77,1.0,1
583.0,54.96,0.0,1
673.0,93.15,1.0,1
612.0,67.94,0.0,0
502.0,24.82,1.0,0
778.0,98.47,1.0,1
649.0,81.75,0.0,1
695.0,95.33,1.0,1
406.0,9.73,1.0,0
505.0,13.56,0.0,0
698.0,95.51,1.0,0
706.0,95.97,1.0,1
511.0,14.06,0.0,0
744.0,97.91,1.0,1
746.0,97.96,1.0,1
759.0,98.34,1.0,1
687.0,87.43,0.0,1
468.0,18.7,1.0,0
578.0,52.79,0.0,1
511.0,14.06,0.0,0
828.0,97.97,0.0,1
837.0,99.02,1.0,1
700.0,95.61,1.0,1
527.0,22.93,0.0,0
695.0,95.33,1.0,1
771.0,98.42,1.0,1
425.0,8.17,0.0,0
815.0,98.87,1.0,1
701.0,88.84,0.0,1
373.0,3.82,0.0,0
543.0,31.8,0.0,0
557.0,40.67,0.0,1
527.0,22.93,0.0,0
456.0,10.3,0.0,0
772.0,95.23,0.0,1
367.0,3.38,0.0,0
324.0,1.2,0.0,0
448.0,15.31,1.0,0
664.0,92.25,1.0,1
475.0,11.55,0.0,0
628.0,84.86,1.0,1
406.0,6.43,0.0,0
749.0,98.08,1.0,1
673.0,93.15,1.0,1
425.0,8.17,0.0,0
487.0,12.3,0.0,0
406.0,6.43,0.0,0
530.0,24.71,0.0,0
771.0,98.42,1.0,1
709.0,96.16,1.0,1
406.0,6.43,0.0,0
755.0,98.3,1.0,1
669.0,86.08,0.0,1
498.0,13.06,0.0,0
444.0,9.54,0.0,0
772.0,95.23,0.0,1
740.0,97.74,1.0,1
703.0,95.79,1.0,1
752.0,95.43,0.0,1
755.0,95.78,0.0,1
666.0,92.43,1.0,1
715.0,96.53,1.0,1
709.0,89.93,0.0,1
578.0,52.79,0.0,1
778.0,98.47,1.0,1
537.0,41.78,1.0,0
752.0,98.19,1.0,1
603.0,76.14,1.0,1
658.0,91.7,1.0,1
583.0,54.96,0.0,1
581.0,67.85,1.0,1
778.0,98.47,1.0,1
603.0,63.62,0.0,1
772.0,98.43,1.0,1
724.0,97.08,1.0,1
786.0,98.53,1.0,1
312.0,0.77,0.0,0
707.0,89.71,0.0,1
653.0,90.34,1.0,1
406.0,6.43,0.0,0
508.0,13.81,0.0,0
491.0,22.78,1.0,1
767.0,98.39,1.0,1
530.0,24.71,0.0,1
557.0,54.84,1.0,1
771.0,98.42,1.0,1
406.0,6.43,0.0,0
738.0,97.68,1.0,1
508.0,13.81,0.0,0
565.0,46.0,0.0,1
673.0,86.35,0.0,1
576.0,51.71,0.0,1
756.0,95.73,0.0,1
785.0,98.52,1.0,1
518.0,17.61,0.0,0
635.0,86.23,1.0,1
728.0,97.29,1.0,1
599.0,74.29,1.0,0
468.0,11.05,0.0,0
766.0,98.38,1.0,1
746.0,97.96,1.0,1
689.0,87.57,0.0,1
707.0,89.71,0.0,1
610.0,66.86,0.0,0
385.0,4.69,0.0,0
746.0,97.96,1.0,1
601.0,75.21,1.0,1
425.0,12.09,1.0,0
406.0,6.43,0.0,0
390.0,5.12,0.0,0
568.0,47.77,0.0,1
475.0,11.55,0.0,0
456.0,16.67,1.0,1
799.0,98.76,1.0,1
647.0,88.97,1.0,1
712.0,96.34,1.0,1
361.0,5.01,1.0,0
543.0,45.51,1.0,0
622.0,72.6,0.0,1
583.0,68.77,1.0,1
728.0,97.29,1.0,1
543.0,31.8,0.0,0
361.0,2.94,0.0,0
660.0,85.4,0.0,1
552.0,37.13,0.0,0
837.0,99.02,1.0,1
616.0,70.11,0.0,1
565.0,60.43,1.0,0
425.0,8.17,0.0,0
669.0,92.79,1.0,1
373.0,3.82,0.0,0
586.0,56.04,0.0,1
406.0,6.43,0.0,0
402.0,5.99,0.0,0
815.0,98.87,1.0,1
530.0,38.05,1.0,0
738.0,97.68,1.0,1
703.0,95.79,1.0,1
430.0,8.61,0.0,0
562.0,44.22,0.0,1
624.0,83.95,1.0,1
608.0,77.98,1.0,0
534.0,26.48,0.0,0
678.0,93.7,1.0,1
530.0,38.05,1.0,0
796.0,98.7,1.0,1
475.0,20.06,1.0,0
537.0,41.78,1.0,0
691.0,94.97,1.0,1
348.0,2.07,0.0,0
684.0,94.24,1.0,1
647.0,88.97,1.0,1
647.0,81.04,0.0,1
396.0,5.56,0.0,0
731.0,97.4,1.0,1
540.0,30.03,0.0,0
758.0,98.32,1.0,1
706.0,89.49,0.0,0
460.0,10.55,0.0,0
715.0,96.53,1.0,1
367.0,3.38,0.0,0
651.0,82.45,0.0,1
658.0,91.7,1.0,0
722.0,96.99,1.0,1
549.0,49.24,1.0,1
396.0,5.56,0.0,0
596.0,60.37,0.0,1
385.0,4.69,0.0,0
546.0,33.58,0.0,0
591.0,71.53,1.0,0
511.0,26.86,1.0,0
483.0,12.05,0.0,0
639.0,87.14,1.0,1
759.0,98.34,1.0,1
396.0,5.56,0.0,0
763.0,98.36,1.0,1
753.0,98.25,1.0,1
610.0,66.86,0.0,1
596.0,73.37,1.0,0
749.0,95.09,0.0,1
573.0,65.09,1.0,0
573.0,50.63,0.0,0
560.0,56.7,1.0,1
549.0,35.35,0.0,0
444.0,14.63,1.0,0
790.0,98.59,1.0,1
524.0,21.16,0.0,0
444.0,9.54,0.0,0
647.0,81.04,0.0,1
763.0,98.36,1.0,1
832.0,98.99,1.0,1
614.0,69.03,0.0,1
430.0,8.61,0.0,0
425.0,8.17,0.0,1
786.0,98.53,1.0,1
498.0,13.06,0.0,1
411.0,6.86,0.0,0
703.0,95.79,1.0,1
622.0,83.49,1.0,1
406.0,6.43,0.0,0
336.0,1.64,0.0,0
671.0,92.97,1.0,1
549.0,49.24,1.0,1
608.0,65.78,0.0,1
662.0,92.07,1.0,1
791.0,98.62,1.0,1
390.0,7.96,1.0,0
487.0,12.3,0.0,0
797.0,98.73,1.0,1
583.0,54.96,0.0,1
367.0,3.38,0.0,0
483.0,12.05,0.0,0
722.0,91.88,0.0,1
735.0,97.57,1.0,1
498.0,13.06,0.0,0
434.0,13.27,1.0,0
752.0,98.19,1.0,1
530.0,24.71,0.0,0
573.0,50.63,0.0,1
651.0,89.88,1.0,1
691.0,87.7,0.0,1
355.0,2.51,0.0,0
667.0,85.94,0.0,1
396.0,5.56,0.0,0
734.0,97.51,1.0,1
546.0,33.58,0.0,0
468.0,11.05,0.0,0
610.0,78.9,1.0,1
511.0,14.06,0.0,1
596.0,73.37,1.0,1
669.0,86.08,0.0,1
626.0,74.01,0.0,1
737.0,97.63,1.0,1
425.0,8.17,0.0,0
396.0,5.56,0.0,0
796.0,98.7,1.0,1
614.0,69.03,0.0,1
832.0,98.99,1.0,1
324.0,2.64,1.0,0
565.0,60.43,1.0,0
367.0,3.38,0.0,0
385.0,7.37,1.0,0
680.0,86.89,0.0,1
828.0,98.96,1.0,1
460.0,17.35,1.0,0
511.0,26.86,1.0,1
324.0,1.2,0.0,0
684.0,94.24,1.0,1
524.0,21.16,0.0,0
518.0,30.59,1.0,1
591.0,58.2,0.0,1
468.0,11.05,0.0,0
635.0,86.23,1.0,1
487.0,12.3,0.0,0
583.0,54.96,0.0,1
385.0,4.69,0.0,0
758.0,98.32,1.0,1
626.0,74.01,0.0,0
589.0,57.12,0.0,0
758.0,98.32,1.0,1
324.0,1.2,0.0,0
549.0,35.35,0.0,0
778.0,98.47,1.0,1
396.0,5.56,0.0,0
452.0,10.04,0.0,0
425.0,8.17,0.0,0
778.0,98.47,1.0,1
390.0,7.96,1.0,0
543.0,31.8,0.0,0
540.0,43.65,1.0,0
695.0,95.33,1.0,1
716.0,96.62,1.0,1
416.0,10.91,1.0,0
483.0,12.05,0.0,0
534.0,39.92,1.0,1
576.0,51.71,0.0,0
756.0,98.31,1.0,1
373.0,3.82,0.0,0
777.0,95.08,0.0,1
612.0,67.94,0.0,0
782.0,98.5,1.0,1
483.0,12.05,0.0,0
766.0,98.38,1.0,1
583.0,54.96,0.0,1
448.0,9.79,0.0,0
348.0,2.07,0.0,0
635.0,76.82,0.0,1
660.0,91.89,1.0,1
448.0,9.79,0.0,0
740.0,97.74,1.0,1
775.0,98.45,1.0,1
734.0,97.51,1.0,1
771.0,98.42,1.0,1
846.0,99.07,1.0,1
416.0,10.91,1.0,0
434.0,9.04,0.0,0
312.0,0.77,0.0,0
324.0,2.64,1.0,0
555.0,38.9,0.0,0
614.0,80.74,1.0,1
444.0,9.54,0.0,0
361.0,2.94,0.0,0
788.0,98.56,1.0,1
664.0,92.25,1.0,1
498.0,13.06,0.0,0
324.0,2.64,1.0,0
689.0,94.78,1.0,1
753.0,98.25,1.0,1
576.0,51.71,0.0,1
425.0,12.09,1.0,0
537.0,28.25,0.0,0
511.0,14.06,0.0,0
390.0,5.12,0.0,0
643.0,88.06,1.0,1
456.0,16.67,1.0,0
581.0,53.88,0.0,1
562.0,44.22,0.0,0
700.0,95.61,1.0,1
521.0,19.38,0.0,0
614.0,69.03,0.0,1
425.0,8.17,0.0,0
737.0,97.63,1.0,1
695.0,95.33,1.0,1
799.0,98.76,1.0,1
576.0,51.71,0.0,1
596.0,73.37,1.0,1
778.0,98.47,1.0,1
361.0,2.94,0.0,0
565.0,60.43,1.0,0
710.0,96.25,1.0,1
312.0,0.77,0.0,0
452.0,15.99,1.0,0
695.0,95.33,1.0,1
472.0,11.3,0.0,0
605.0,64.7,0.0,1
701.0,95.7,1.0,0
537.0,28.25,0.0,0
570.0,49.55,0.0,1
605.0,77.06,1.0,1
361.0,5.01,1.0,1
662.0,92.07,1.0,1
746.0,97.96,1.0,1
678.0,93.7,1.0,1
596.0,60.37,0.0,0
743.0,94.4,0.0,1
402.0,9.14,1.0,0
614.0,80.74,1.0,1
678.0,86.76,0.0,1
616.0,81.66,1.0,0
797.0,98.73,1.0,0
581.0,53.88,0.0,1
560.0,56.7,1.0,1
707.0,89.71,0.0,1
698.0,95.51,1.0,1
635.0,86.23,1.0,1
570.0,64.16,1.0,1
591.0,71.53,1.0,0
669.0,86.08,0.0,1
527.0,22.93,0.0,0
475.0,20.06,1.0,0
710.0,96.25,1.0,1
515.0,15.83,0.0,0
565.0,46.0,0.0,1
596.0,73.37,1.0,1
464.0,18.03,1.0,0
596.0,60.37,0.0,0
555.0,52.97,1.0,1
596.0,73.37,1.0,1
637.0,86.69,1.0,0
324.0,2.64,1.0,0
802.0,98.79,1.0,1
791.0,95.41,0.0,1
448.0,9.79,0.0,1
806.0,96.9,0.0,1
628.0,84.86,1.0,1
324.0,1.2,0.0,0
746.0,97.96,1.0,1
540.0,30.03,0.0,1
324.0,1.2,0.0,0
626.0,84.41,1.0,1
647.0,81.04,0.0,1
557.0,54.84,1.0,0
707.0,96.07,1.0,1
731.0,97.4,1.0,1
628.0,74.71,0.0,1
555.0,52.97,1.0,1
660.0,91.89,1.0,1
324.0,1.2,0.0,0
655.0,90.79,1.0,1
680.0,93.88,1.0,1
630.0,85.32,1.0,1
576.0,66.01,1.0,0
632.0,76.12,0.0,0
406.0,6.43,0.0,0
468.0,11.05,0.0,0
738.0,97.68,1.0,1
502.0,24.82,1.0,1
562.0,44.22,0.0,1
759.0,98.34,1.0,1
667.0,92.61,1.0,1
396.0,5.56,0.0,0
707.0,96.07,1.0,1
439.0,9.29,0.0,0
713.0,96.44,1.0,1
774.0,98.44,1.0,1
769.0,98.4,1.0,1
610.0,78.9,1.0,1
573.0,65.09,1.0,1
669.0,86.08,0.0,1
534.0,26.48,0.0,1
763.0,98.36,1.0,1
691.0,94.97,1.0,1
524.0,34.32,1.0,1
731.0,97.4,1.0,1
396.0,5.56,0.0,0
586.0,69.69,1.0,1
396.0,5.56,0.0,0
444.0,9.54,0.0,0
763.0,98.36,1.0,1
402.0,5.99,0.0,0
612.0,79.82,1.0,1
802.0,98.79,1.0,1
568.0,47.77,0.0,0
367.0,3.38,0.0,0
641.0,78.93,0.0,1
824.0,98.93,1.0,1
734.0,97.51,1.0,1
802.0,98.79,1.0,1
749.0,98.08,1.0,1
452.0,10.04,0.0,0
680.0,86.89,0.0,1
336.0,1.64,0.0,0
472.0,11.3,0.0,0
460.0,10.55,0.0,0
546.0,33.58,0.0,0
348.0,2.07,0.0,0
763.0,98.36,1.0,1
537.0,28.25,0.0,1
614.0,80.74,1.0,1
355.0,2.51,0.0,0
700.0,95.61,1.0,1
498.0,13.06,0.0,0
479.0,20.74,1.0,0
806.0,98.82,1.0,1
511.0,14.06,0.0,1
444.0,9.54,0.0,0
696.0,88.19,0.0,1
515.0,28.73,1.0,0
390.0,5.12,0.0,1
599.0,74.29,1.0,1
635.0,86.23,1.0,1
790.0,98.59,1.0,1
586.0,69.69,1.0,1
603.0,63.62,0.0,1
502.0,24.82,1.0,0
511.0,26.86,1.0,1
657.0,91.25,1.0,1
568.0,62.3,1.0,1
416.0,7.3,0.0,0
324.0,1.2,0.0,0
396.0,8.55,1.0,0
695.0,87.97,0.0,1
487.0,12.3,0.0,0
402.0,9.14,1.0,0
639.0,87.14,1.0,1
385.0,7.37,1.0,0
557.0,40.67,0.0,1
752.0,98.19,1.0,1
608.0,77.98,1.0,1
537.0,41.78,1.0,1
552.0,37.13,0.0,0
402.0,9.14,1.0,1
655.0,90.79,1.0,1
832.0,98.99,1.0,1
452.0,15.99,1.0,0
850.0,99.1,1.0,1
570.0,49.55,0.0,0
385.0,7.37,1.0,0
630.0,85.32,1.0,1
828.0,98.96,1.0,1
728.0,97.29,1.0,1
703.0,95.79,1.0,1
608.0,77.98,1.0,1
643.0,79.64,0.0,1
782.0,94.93,0.0,0
785.0,98.52,1.0,1
385.0,7.37,1.0,0
718.0,96.71,1.0,1
521.0,19.38,0.0,0
373.0,3.82,0.0,0
782.0,98.5,1.0,0
737.0,93.7,0.0,1
552.0,51.11,1.0,0
712.0,96.34,1.0,1
594.0,72.45,1.0,1
764.0,95.48,0.0,1
626.0,74.01,0.0,1
755.0,95.78,0.0,1
662.0,92.07,1.0,1
710.0,96.25,1.0,1
578.0,52.79,0.0,1
664.0,85.67,0.0,1
518.0,30.59,1.0,0
703.0,95.79,1.0,1
505.0,13.56,0.0,0
511.0,14.06,0.0,0
385.0,4.69,0.0,0
361.0,2.94,0.0,0
722.0,91.88,0.0,1
618.0,71.19,0.0,1
511.0,14.06,0.0,0
555.0,38.9,0.0,0
557.0,40.67,0.0,0
573.0,50.63,0.0,1
452.0,10.04,0.0,0
355.0,4.42,1.0,0
452.0,15.99,1.0,0
576.0,66.01,1.0,1
824.0,98.93,1.0,1
622.0,83.49,1.0,1
527.0,22.93,0.0,0
475.0,11.55,0.0,0
402.0,5.99,0.0,0
790.0,98.59,1.0,1
312.0,0.77,0.0,0
802.0,98.79,1.0,1
618.0,71.19,0.0,0
562.0,44.22,0.0,0
483.0,12.05,0.0,1
390.0,5.12,0.0,0
562.0,44.22,0.0,0
373.0,3.82,0.0,0
630.0,75.41,0.0,1
518.0,17.61,0.0,0
802.0,98.79,1.0,1
655.0,90.79,1.0,1
589.0,70.61,1.0,1
783.0,98.51,1.0,1
406.0,6.43,0.0,0
811.0,97.12,0.0,1
622.0,83.49,1.0,1
570.0,49.55,0.0,1
687.0,94.6,1.0,1
390.0,7.96,1.0,0
783.0,98.51,1.0,1
769.0,98.4,1.0,1
769.0,98.4,1.0,1
498.0,24.14,1.0,0
402.0,5.99,0.0,0
729.0,97.34,1.0,1
527.0,36.19,1.0,1
746.0,97.96,1.0,1
647.0,81.04,0.0,1
682.0,87.03,0.0,1
657.0,91.25,1.0,1
373.0,3.82,0.0,0
673.0,86.35,0.0,0
594.0,72.45,1.0,0
713.0,96.44,1.0,1
549.0,35.35,0.0,1
460.0,10.55,0.0,1
475.0,11.55,0.0,1
806.0,98.82,1.0,1
596.0,73.37,1.0,1
521.0,19.38,0.0,0
390.0,5.12,0.0,0
475.0,20.06,1.0,0
555.0,52.97,1.0,0
361.0,2.94,0.0,0
603.0,76.14,1.0,1
673.0,93.15,1.0,1
721.0,91.67,0.0,1
693.0,95.15,1.0,1
740.0,94.05,0.0,1
764.0,98.37,1.0,1
782.0,98.5,1.0,1
511.0,14.06,0.0,0
518.0,17.61,0.0,0
456.0,10.3,0.0,0
637.0,77.53,0.0,1
448.0,9.79,0.0,1
472.0,11.3,0.0,0
324.0,1.2,0.0,0
576.0,51.71,0.0,0
738.0,97.68,1.0,1
425.0,8.17,0.0,0
373.0,3.82,0.0,0
743.0,97.85,1.0,1
385.0,4.69,0.0,0
385.0,4.69,0.0,0
581.0,67.85,1.0,0
693.0,95.15,1.0,1
655.0,90.79,1.0,1
737.0,93.7,0.0,1
475.0,20.06,1.0,0
782.0,98.5,1.0,1
726.0,92.49,0.0,1
324.0,1.2,0.0,0
703.0,95.79,1.0,1
583.0,68.77,1.0,1
660.0,91.89,1.0,1
731.0,97.4,1.0,1
718.0,96.71,1.0,1
420.0,7.73,0.0,0
828.0,98.96,1.0,1
570.0,49.55,0.0,1
430.0,8.61,0.0,0
791.0,98.62,1.0,1
589.0,70.61,1.0,1
495.0,23.46,1.0,1
312.0,0.77,0.0,0
649.0,89.42,1.0,1
684.0,94.24,1.0,1
824.0,98.93,1.0,1
605.0,77.06,1.0,1
750.0,98.13,1.0,1
591.0,58.2,0.0,0
596.0,60.37,0.0,1
643.0,88.06,1.0,1
324.0,1.2,0.0,0
456.0,16.67,1.0,0
618.0,71.19,0.0,0
620.0,71.89,0.0,1
704.0,95.88,1.0,1
673.0,93.15,1.0,1
505.0,13.56,0.0,0
565.0,60.43,1.0,1
540.0,30.03,0.0,0
722.0,96.99,1.0,1
799.0,98.76,1.0,1
396.0,8.55,1.0,0
774.0,98.44,1.0,1
348.0,2.07,0.0,0
549.0,49.24,1.0,0
502.0,13.31,0.0,0
468.0,11.05,0.0,0
769.0,98.4,1.0,1
799.0,98.76,1.0,1
448.0,15.31,1.0,0
568.0,47.77,0.0,1
573.0,50.63,0.0,1
527.0,36.19,1.0,0
710.0,96.25,1.0,1
385.0,7.37,1.0,0
651.0,89.88,1.0,1
666.0,92.43,1.0,1
537.0,28.25,0.0,1
540.0,30.03,0.0,0
610.0,78.9,1.0,0
511.0,26.86,1.0,0
662.0,85.54,0.0,0
406.0,6.43,0.0,0
639.0,87.14,1.0,1
774.0,98.44,1.0,1
511.0,14.06,0.0,0
680.0,93.88,1.0,1
666.0,85.81,0.0,0
565.0,46.0,0.0,1
468.0,11.05,0.0,0
734.0,97.51,1.0,1
452.0,10.04,0.0,0
740.0,97.74,1.0,1
444.0,9.54,0.0,0
483.0,12.05,0.0,0
700.0,95.61,1.0,1
651.0,82.45,0.0,1
740.0,97.74,1.0,1
511.0,26.86,1.0,0
731.0,97.4,1.0,1
312.0,2.05,1.0,0
635.0,76.82,0.0,1
783.0,98.51,1.0,1
786.0,98.53,1.0,1
707.0,96.07,1.0,1
396.0,5.56,0.0,0
828.0,98.96,1.0,1
841.0,99.05,1.0,1
336.0,1.64,0.0,0
628.0,84.86,1.0,1
406.0,6.43,0.0,0
793.0,98.65,1.0,1
639.0,78.23,0.0,1
601.0,75.21,1.0,0
324.0,1.2,0.0,0
772.0,98.43,1.0,1
728.0,92.66,0.0,0
385.0,7.37,1.0,0
626.0,84.41,1.0,1
667.0,85.94,0.0,1
695.0,95.33,1.0,1
546.0,33.58,0.0,0
594.0,72.45,1.0,1
589.0,57.12,0.0,1
565.0,46.0,0.0,0
793.0,98.65,1.0,1
680.0,86.89,0.0,1
565.0,46.0,0.0,0
385.0,4.69,0.0,0
487.0,12.3,0.0,0
568.0,47.77,0.0,1
452.0,10.04,0.0,0
560.0,42.45,0.0,1
614.0,80.74,1.0,1
524.0,21.16,0.0,0
651.0,82.45,0.0,0
662.0,92.07,1.0,1
603.0,76.14,1.0,0
608.0,77.98,1.0,1
649.0,89.42,1.0,0
645.0,88.51,1.0,1
653.0,90.34,1.0,1
596.0,73.37,1.0,1
653.0,90.34,1.0,1
785.0,98.52,1.0,1
682.0,94.06,1.0,1
601.0,75.21,1.0,0
622.0,83.49,1.0,1
658.0,91.7,1.0,1
361.0,2.94,0.0,0
483.0,12.05,0.0,0
837.0,99.02,1.0,1
704.0,95.88,1.0,1
594.0,59.29,0.0,1
555.0,52.97,1.0,0
416.0,10.91,1.0,0
406.0,6.43,0.0,0
508.0,26.18,1.0,0
715.0,90.8,0.0,1
601.0,75.21,1.0,1
618.0,71.19,0.0,1
390.0,5.12,0.0,0
361.0,2.94,0.0,0
673.0,93.15,1.0,1
700.0,88.62,0.0,1
336.0,1.64,0.0,0
772.0,95.23,0.0,1
767.0,95.38,0.0,1
680.0,93.88,1.0,1
706.0,95.97,1.0,1
